experiment,scenario,slot,method,compression_ratio,active_md_count,bandwidth_up_mb_s,bandwidth_down_mb_s,total_cost,total_latency,total_energy,avg_task_queue_wait,avg_queue_backlog,max_queue_backlog,mean_external_load
online_extension,online_composite_nonstationary,2,Online Only-Local,4.0,3,0.5,10.0,9.726488492799998,3.8846282815999995,5.841860211199998,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,2,Online Only-Server,4.0,3,0.5,10.0,12.786114101483902,6.528301601483902,6.2578125,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,2,Static MinCut+BMatch,4.0,3,0.5,10.0,3.331256996118425,1.7099059387059246,1.6213510574124999,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,2,Online MinCut+BMatch,4.0,3,0.5,10.0,2.991897053118425,1.4651250712059247,1.5267719819125003,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,3,Online Only-Local,4.0,5,1.0,10.0,18.848457004800004,6.349615057660151,12.498841947139852,0.0,0.0,0.0,0.48
online_extension,online_composite_nonstationary,3,Online Only-Server,4.0,5,1.0,10.0,9.624361368082308,5.347017618082308,4.27734375,0.0,0.0,0.0,0.48
online_extension,online_composite_nonstationary,3,Static MinCut+BMatch,4.0,5,1.0,10.0,3.943647895104504,2.349639019577202,1.5940088755273023,0.0,0.0,0.0,0.48
online_extension,online_composite_nonstationary,3,Online MinCut+BMatch,4.0,5,1.0,10.0,3.937827681571171,2.3082859645438685,1.6295417170273025,0.0,0.0,0.0,0.48
online_extension,online_composite_nonstationary,4,Online Only-Local,4.0,5,1.0,10.0,18.848457004800004,6.349615057660151,12.498841947139852,0.0,0.0,0.0,0.48
online_extension,online_composite_nonstationary,4,Online Only-Server,4.0,5,1.0,10.0,9.700603768082308,5.423260018082309,4.27734375,0.015248480000000142,0.015248480000000142,0.07624240000000071,0.48
online_extension,online_composite_nonstationary,4,Static MinCut+BMatch,4.0,5,1.0,10.0,4.014910327104505,2.420901451577202,1.5940088755273023,0.01425248640000013,0.01425248640000013,0.07126243200000065,0.48
